,carat,cut,color,clarity,depth,table,price,x,y,z
42757,0.52,Premium,D,SI1,59.7,60,1344,5.26,5.19,3.12
52409,0.71,Ideal,G,VS2,61.7,57,2511,5.75,5.72,3.54
15136,1.2,Very Good,F,SI2,62.8,55,6085,6.74,6.8,4.25
15116,1.13,Ideal,H,SI1,61.5,56,6075,6.69,6.71,4.12
42031,0.46,Good,E,VS2,60.9,62,1267,4.93,4.96,3.01
5751,1.01,Good,G,SI2,64.5,61,3895,6.24,6.31,4.05
38872,0.4,Premium,F,VS1,62.9,58,1050,4.71,4.67,2.95
38637,0.31,Very Good,H,VS2,63,57,489,4.32,4.34,2.73
26355,0.32,Premium,F,VS2,61.3,60,645,4.37,4.4,2.69
10122,1.01,Very Good,G,SI1,60,58,4719,6.51,6.55,3.92
32717,0.31,Premium,F,VS2,61.4,62,802,4.34,4.32,2.66
23102,1.16,Ideal,F,VVS2,60.5,57,11120,6.8,6.86,4.13
44135,0.5,Very Good,E,VS2,60.2,60,1561,5.13,5.17,3.1
48409,0.72,Very Good,H,SI2,62.6,53,1970,5.75,5.78,3.61
5983,0.72,Very Good,F,VVS2,59.2,63,3952,5.77,5.86,3.44
27879,0.42,Ideal,I,SI1,62.3,54,654,4.82,4.84,3.01
30456,0.3,Ideal,F,VS1,61.7,56,731,4.34,4.32,2.67
52872,0.73,Premium,G,VS2,60.3,57,2581,5.88,5.82,3.53
53888,0.52,Ideal,F,IF,61.5,57,2749,5.15,5.19,3.18
23362,0.26,Very Good,G,VS1,62.4,56,423,4.08,4.1,2.55
50816,0.75,Premium,D,SI2,60.3,61,2307,5.88,5.86,3.54
53214,0.7,Ideal,F,SI1,61.8,54,2635,5.71,5.75,3.54
46941,0.52,Premium,E,VS2,60.9,57,1815,5.2,5.17,3.16
52586,0.79,Good,D,SI2,63.9,56,2539,5.89,5.84,3.75
33881,0.3,Ideal,E,VS2,62.6,56,844,4.33,4.29,2.7
10739,0.33,Ideal,H,SI1,63,56,594,4.42,4.41,2.78
33997,0.42,Premium,G,VS2,61.9,58,847,4.77,4.82,2.97
44004,0.3,Good,I,SI1,63.8,57,394,4.19,4.27,2.7
28753,0.31,Very Good,E,VS2,62.6,56,680,4.3,4.33,2.7
47656,0.34,Ideal,D,I1,61.4,55,530,4.52,4.5,2.77
34977,0.23,Good,E,VVS1,64.4,57,472,3.87,3.9,2.5
34375,0.41,Ideal,F,VS2,61.9,56,863,4.74,4.76,2.94
45916,0.53,Ideal,E,VS2,61.9,56,1721,5.19,5.21,3.22
30179,0.35,Good,G,VS1,58.6,60.5,721,4.62,4.68,2.72
34808,0.31,Very Good,G,IF,60.8,56,878,4.41,4.44,2.69
23447,1.58,Ideal,I,VVS1,61.9,55,11435,7.47,7.51,4.64
5124,0.91,Very Good,E,SI2,62.9,56,3763,6.14,6.17,3.87
23257,1.51,Very Good,H,VS1,63.2,60,11263,7.23,7.17,4.55
33103,0.34,Good,E,VS2,57,61,816,6.65,4.61,2.64
18096,1.42,Premium,H,SI2,61.6,58,7316,7.22,7.17,4.43
43738,0.51,Very Good,E,SI1,61.3,54,1438,5.13,5.18,3.16
34943,0.23,Very Good,E,VS1,59.6,65,378,3.95,3.97,2.36
24977,2,Good,H,SI2,63.6,57,13480,8.01,7.97,5.08
4517,1,Fair,D,SI2,65.2,56,3634,6.27,6.21,4.07
12754,1.22,Ideal,H,SI2,62.3,55.3,5321,6.8,6.87,4.26
1200,1.17,Fair,I,I1,65.4,62,2935,6.68,6.57,4.33
50860,0.7,Good,D,SI2,59.3,64,2312,5.8,5.76,3.43
20288,1.51,Very Good,J,VVS2,62.6,63,8706,7.29,7.24,4.55
32112,0.3,Very Good,F,VVS1,61.8,55,783,4.32,4.35,2.68
14713,0.3,Premium,G,VS1,61.9,59,605,4.28,4.32,2.66
32721,0.31,Ideal,F,VS2,62.3,57,802,4.34,4.3,2.69
5878,1.03,Ideal,I,SI2,62.2,57,3925,6.46,6.5,4.03
4203,1.01,Premium,F,SI2,60.2,61,3563,6.49,6.43,3.89
24051,0.36,Very Good,F,VS2,63.1,56,634,4.5,4.53,2.85
24452,2.02,Ideal,J,SI1,59.8,60,12713,8.21,8.16,4.9
25183,1.52,Premium,G,VS2,62.8,60,13768,7.26,7.22,4.55
52769,0.72,Good,F,SI1,64,61,2563,5.67,5.62,3.61
46549,0.51,Ideal,E,VS2,62.4,57,1781,5.13,5.1,3.19
14305,1.22,Premium,F,SI2,62.5,57,5794,6.78,6.73,4.22
24436,1.51,Ideal,D,SI1,62.3,56,12688,7.3,7.4,4.58
386,0.99,Fair,I,SI2,68.1,56,2811,6.21,6.06,4.18
13333,1.22,Ideal,H,SI2,61.7,56,5502,6.87,6.93,4.26
47255,0.51,Ideal,G,VVS2,62.9,57,1842,5.12,5.06,3.2
33622,0.33,Ideal,G,SI2,61.4,54,463,4.44,4.48,2.74
10866,1.01,Very Good,H,SI1,61.8,59,4876,6.37,6.41,3.95
40054,0.38,Premium,E,VS2,62.2,59,1112,4.67,4.63,2.89
5150,1.01,Premium,I,SI2,59.6,62,3767,6.56,6.5,3.89
9980,1.02,Very Good,G,SI1,62.9,56,4704,6.36,6.4,4.01
42410,0.42,Ideal,G,IF,62,57,1310,4.82,4.8,2.98
36194,0.4,Ideal,G,VVS2,62.3,54,931,4.75,4.78,2.97
35854,0.32,Ideal,E,VVS1,61.7,55,917,4.39,4.43,2.72
31802,0.43,Very Good,J,VVS2,63.6,56,774,4.78,4.85,3.06
48338,0.63,Premium,F,VS2,58.2,61,1960,5.68,5.62,3.29
33461,0.32,Premium,G,VS1,61.8,60,828,4.36,4.35,2.69
11666,1.14,Good,I,VS1,63.3,56,5056,6.6,6.68,4.2
33954,0.23,Very Good,E,VVS2,58,60,465,4.04,4.07,2.35
306,0.9,Good,I,SI2,62.2,59,2800,6.07,6.11,3.79
24445,1.91,Ideal,G,SI2,62.2,55,12700,7.9,7.94,4.93
14815,1.12,Very Good,D,SI1,62.2,59,5966,6.65,6.67,4.14
8581,1.13,Very Good,G,SI2,60,61,4437,6.71,6.78,4.05
14002,1.2,Premium,I,VS2,62.6,58,5699,6.77,6.72,4.22
4337,0.9,Ideal,E,SI2,62,55,3599,6.23,6.15,3.84
13306,1.09,Ideal,G,SI1,62.4,56,5496,6.57,6.61,4.11
42762,0.56,Ideal,G,SI1,62.9,56,1345,5.27,5.25,3.31
40869,0.55,Good,H,SI1,63.6,55,1175,5.18,5.23,3.31
50127,0.47,Fair,D,IF,60.6,60,2211,5.09,4.98,3.05
40311,0.4,Premium,E,VS1,62.5,58,1125,4.72,4.69,2.94
40837,0.4,Ideal,D,VS2,61.7,56,1172,4.72,4.74,2.92
23329,1.51,Premium,F,SI1,62.2,58,11374,7.32,7.27,4.54
45800,0.51,Premium,G,VS1,60.2,57,1709,5.24,5.2,3.14
51531,0.71,Premium,I,VVS2,61.4,56,2386,5.79,5.75,3.54
38308,0.37,Good,G,SI2,63.3,55,487,4.58,4.61,2.91
47301,0.3,Very Good,J,VS1,61.2,61,394,4.3,4.33,2.64
28182,0.37,Premium,I,VS2,61.6,60,666,4.61,4.58,2.83
37060,0.43,Premium,G,SI1,60.4,58,968,4.9,4.87,2.95
44796,0.5,Ideal,E,VS2,61.8,55,1624,5.06,5.11,3.14
5587,1,Premium,J,VVS2,59.6,61,3864,6.4,6.36,3.8
2066,0.32,Premium,H,VS1,62.4,58,561,4.35,4.4,2.73
27950,0.3,Very Good,G,SI1,62.5,56,432,4.27,4.3,2.68
28024,0.3,Very Good,E,VS2,62,58,658,4.26,4.29,2.65
27317,2.1,Very Good,I,VS2,59.4,60,17837,8.39,8.47,5.01
7843,1.02,Very Good,H,SI2,59.7,58,4303,6.53,6.57,3.91
11947,1.01,Very Good,D,SI1,61.5,54,5132,6.4,6.47,3.96
9349,1.09,Very Good,I,SI2,62.5,57,4584,6.56,6.58,4.11
49633,0.32,Premium,I,SI1,61.6,61,540,4.4,4.36,2.7
25479,1.51,Premium,F,VS2,60.4,59,14247,7.41,7.33,4.45
46389,0.5,Good,G,VVS2,63.6,57,1764,5.04,5.08,3.22
6055,0.32,Ideal,I,VS2,62.5,57,576,4.39,4.35,2.73
43497,0.54,Premium,E,SI1,61.4,60,1422,5.21,5.25,3.21
17291,1,Very Good,F,VS2,61.9,58,6927,6.41,6.49,3.99
15477,1.2,Very Good,H,SI1,62.4,60,6199,6.75,6.71,4.2
6827,1.01,Very Good,J,VS2,59.3,59,4120,6.5,6.58,3.88
30722,0.41,Very Good,D,VS2,62.1,56,738,4.76,4.77,2.96
2676,0.7,Premium,D,VS1,60.6,58,3239,5.73,5.75,3.48
6254,0.93,Premium,F,SI1,58.8,60,4010,6.49,6.37,3.78
14546,1.07,Ideal,D,SI1,61.8,55,5872,6.59,6.54,4.06
47230,0.7,Good,H,SI1,65.4,59,1840,5.46,5.52,3.59
44663,0.35,Ideal,D,SI2,62.4,55,522,4.53,4.54,2.83
25226,2.14,Fair,F,SI2,64.8,60,13825,8.11,8,5.22
15331,1.22,Premium,I,VS2,59.3,59,6156,7.01,6.96,4.14
49860,0.77,Premium,E,SI2,62.5,60,2171,5.84,5.8,3.64
43542,0.52,Good,F,SI1,65.5,66,1427,4.92,4.98,3.24
12325,1.01,Very Good,E,SI1,59.9,59,5224,6.46,6.49,3.88
28130,0.29,Very Good,F,VVS2,60.1,58,664,4.32,4.37,2.61
49944,0.71,Very Good,H,SI1,62.2,56,2188,5.72,5.76,3.57
30638,0.3,Ideal,E,VS1,60.6,56,735,4.35,4.36,2.64
29169,0.33,Very Good,F,VVS2,63.5,54,694,4.42,4.37,2.79
35078,0.3,Very Good,F,IF,62.6,55,886,4.3,4.32,2.7
22171,1.52,Premium,E,SI2,61,59,10214,7.39,7.33,4.49
37597,0.24,Very Good,E,VVS2,59.7,60,485,4.08,4.1,2.44
49384,0.48,Ideal,E,VVS2,60.7,56,2102,5.04,5.08,3.07
8438,0.7,Good,D,VVS1,61,61,4407,5.69,5.72,3.48
42850,0.41,Ideal,F,VVS1,62.3,55,1356,4.79,4.74,2.97
2620,0.9,Premium,G,SI2,61.3,55,3226,6.18,6.12,3.77
32851,0.4,Good,H,VS1,63.4,58,807,4.74,4.66,2.98
17042,0.3,Very Good,E,VS2,60.7,63,612,4.32,4.35,2.63
27438,2.21,Ideal,I,SI1,61.6,57,18062,8.38,8.43,5.18
33673,0.41,Premium,H,SI2,62.2,56,836,4.8,4.72,2.96
49530,0.59,Very Good,F,SI1,63.1,57,2124,5.39,5.36,3.39
46394,0.5,Premium,F,VS1,60.6,59,1764,5.19,5.14,3.13
22129,1.83,Premium,H,SI1,60.4,59,10162,7.89,7.85,4.75
40787,0.4,Ideal,F,VVS1,62.3,54,1168,4.75,4.78,2.97
37505,0.41,Premium,H,SI1,61.8,59,984,4.81,4.77,2.96
24348,1.39,Very Good,E,VS1,60.9,61,12614,7.15,7.19,4.37
50968,0.71,Very Good,I,VS1,62.3,60,2326,5.69,5.73,3.56
34924,0.24,Good,F,VS1,60.8,64,373,3.96,4,2.42
19441,1.06,Ideal,G,VS1,61.5,57,8093,6.54,6.56,4.03
33126,0.31,Very Good,G,VVS1,60.4,59,816,4.37,4.41,2.65
35467,0.31,Ideal,F,IF,61.9,54,901,4.38,4.41,2.72
50751,0.7,Very Good,E,SI2,61.5,56,2298,5.71,5.73,3.52
28909,0.3,Good,G,VVS2,63.5,56,684,4.29,4.34,2.74
21864,1.5,Ideal,I,SI1,61.5,57,9926,7.4,7.35,4.54
11413,0.9,Premium,F,VS1,62.7,58,5000,6.17,6.14,3.86
10672,1.03,Ideal,D,SI2,60.7,55,4839,6.61,6.53,3.99
16818,1.08,Good,G,VS2,58.9,58,6708,6.69,6.75,3.96
48910,0.54,Ideal,G,VVS1,61.6,55,2041,5.22,5.24,3.22
53225,0.5,Ideal,D,VVS2,61.8,54.1,2639,5.1,5.14,3.16
4771,0.96,Premium,H,SI2,59.4,56,3690,6.47,6.42,3.83
1186,0.7,Very Good,G,VVS2,60.8,57,2931,5.72,5.76,3.49
6350,0.93,Very Good,I,VS1,62.6,59,4033,6.17,6.2,3.87
49567,0.72,Ideal,H,SI2,61.5,56,2131,5.8,5.75,3.55
31605,0.3,Good,H,SI2,63.9,56,368,4.24,4.27,2.72
14584,1.01,Very Good,G,VS2,60,57,5886,6.53,6.6,3.94
51431,0.7,Ideal,D,SI2,62.6,57,2373,5.63,5.68,3.54
35590,0.4,Ideal,E,SI1,62.5,57,907,4.74,4.7,2.95
43290,0.31,Ideal,H,VS2,61.2,56,507,4.36,4.4,2.68
37780,0.38,Very Good,E,VVS2,61.8,56,1000,4.66,4.68,2.88
1105,0.71,Ideal,D,SI1,61.7,57,2913,5.7,5.75,3.53
23277,1.56,Premium,F,SI1,60.1,60,11299,7.56,7.52,4.53
36484,0.32,Ideal,F,IF,61.3,57,943,4.42,4.46,2.72
53638,0.3,Very Good,D,SI1,62.5,57,552,4.26,4.28,2.67
4532,0.91,Premium,E,SI2,61.1,59,3639,6.24,6.2,3.8
49605,0.7,Good,H,VS2,64.5,57,2137,5.53,5.57,3.58
6866,0.9,Ideal,D,VS2,61.5,56,4128,6.25,6.2,3.83
48382,0.59,Premium,I,IF,61.2,58,1965,5.41,5.38,3.3
26517,2.12,Very Good,H,SI2,62.3,59,16151,8.15,8.19,5.09
8617,1.09,Premium,E,SI2,59.4,60,4444,6.81,6.7,4.01
47381,0.54,Ideal,G,VS1,62,56,1847,5.24,5.21,3.24
32083,0.33,Ideal,D,VS2,62.3,57,781,4.41,4.45,2.76
48481,0.58,Ideal,F,VS1,61.2,57,1979,5.36,5.39,3.29
7812,1.18,Very Good,J,SI2,63.5,57,4294,6.68,6.74,4.26
16984,1.25,Premium,H,SI1,62.2,57,6783,6.91,6.85,4.28
25995,1.53,Premium,F,VS1,60.3,58,15217,7.51,7.48,4.52
21314,1.51,Premium,I,VS1,62.3,60,9467,7.28,7.32,4.55
38017,0.39,Premium,H,VS1,61.7,57,1009,4.68,4.65,2.88
11560,1.01,Premium,G,SI1,59.6,58,5034,6.61,6.54,3.92
34126,0.35,Premium,E,VS2,61.4,58,853,4.55,4.51,2.78
5189,0.83,Ideal,E,SI1,61.6,56,3775,6.03,6.05,3.72
38981,0.36,Good,E,IF,57.7,54,1053,4.74,4.79,2.75
6196,0.9,Premium,D,SI1,62.8,59,3997,6.1,6.06,3.82
33254,0.32,Ideal,E,VS1,61.8,56,825,4.4,4.43,2.73
52445,0.53,Premium,E,VVS1,60.8,59,2514,5.23,5.17,3.16
45199,0.51,Premium,E,VS2,61.7,58,1656,5.12,5.15,3.17
27270,2.11,Ideal,I,VS2,62.2,55,17712,8.2,8.26,5.12
35445,0.32,Ideal,E,VS2,62.3,54,900,4.4,4.37,2.73
29246,0.34,Good,E,VS2,63.8,56,696,4.44,4.49,2.85
39474,0.41,Premium,E,VS1,61.2,58,1079,4.76,4.78,2.92
36519,0.3,Premium,F,VVS2,61.5,58,945,4.31,4.29,2.64
41071,0.46,Ideal,I,IF,62.2,55,1192,4.94,4.97,3.08
43308,0.6,Very Good,H,SI1,63.1,60,1402,5.3,5.35,3.36
32897,0.36,Ideal,E,SI1,62.9,56,810,4.57,4.52,2.86
28410,0.35,Ideal,D,SI2,62.4,55,669,4.54,4.53,2.83
15275,1.01,Ideal,G,VS2,59.8,61,6132,6.51,6.54,3.9
38552,0.5,Very Good,J,VS1,61.4,57.8,1034,5.09,5.14,3.15
19594,1.06,Very Good,E,VS1,59.6,60,8219,6.68,6.75,4
49429,0.7,Premium,F,SI2,61.7,62,2107,5.69,5.65,3.5
13019,1.2,Very Good,I,SI1,62.8,57,5408,6.7,6.74,4.22
26391,2.05,Premium,I,VS2,62.5,59,15897,8.07,8.12,5.06
44660,0.35,Premium,D,SI2,60.8,58,522,4.51,4.57,2.76
4929,0.97,Ideal,H,SI2,60.7,55,3729,6.47,6.41,3.91
16836,1.3,Ideal,I,VS2,61.7,56,6714,7.07,7.02,4.35
50485,0.7,Good,I,VS2,63.9,65,2268,5.6,5.56,3.56
42888,0.32,Ideal,E,IF,61.4,56,1359,4.38,4.42,2.7
8771,0.8,Very Good,H,VVS1,62.9,58,4468,5.82,5.88,3.68
36851,0.37,Very Good,F,VS2,63.3,56,957,4.63,4.56,2.91
42561,0.42,Ideal,D,VVS2,62.1,55,1326,4.79,4.81,2.98
33351,0.41,Premium,G,VS2,60.9,58,827,4.8,4.83,2.93
51847,0.7,Premium,F,SI1,62.9,59,2423,5.67,5.62,3.55
31343,0.27,Very Good,E,IF,59.7,56,760,4.26,4.28,2.55
1998,1.29,Good,I,I1,64.2,54,3098,6.93,6.83,4.42
23059,2.2,Very Good,H,SI2,63.3,57,11088,8.28,8.17,5.21
8427,1.06,Ideal,I,VS2,61.4,57,4405,6.57,6.52,4.02
14587,0.9,Very Good,E,VS2,61.3,58,5887,6.16,6.23,3.8
21093,1.51,Premium,H,SI1,59.9,60,9261,7.45,7.4,4.45
5123,0.92,Very Good,F,SI2,62.9,58,3763,6.18,6.22,3.9
30910,0.34,Very Good,E,VS2,62.6,58,745,4.43,4.45,2.78
4518,1,Good,D,SI2,64,59,3634,6.29,6.24,4.01
8138,1.01,Very Good,F,SI2,63.4,56,4355,6.4,6.34,4.04
51736,0.73,Very Good,G,SI1,61.5,59,2402,5.76,5.81,3.56
51484,0.58,Ideal,F,VVS2,62.5,56,2380,5.29,5.34,3.32
12616,1.12,Premium,H,SI1,62,56,5291,6.68,6.61,4.12
6164,1,Good,H,SI2,63.2,60,3991,6.27,6.33,3.98
24996,1.54,Ideal,G,VS2,60.2,59,13508,7.47,7.52,4.51
4607,0.91,Good,D,SI2,63.3,62,3660,6.01,6.09,3.83
32488,0.4,Very Good,G,SI1,62.6,55.3,795,4.69,4.71,2.93
15916,1.5,Good,I,SI2,65,55,6364,7.15,7.24,4.68
6022,1.18,Very Good,E,I1,63.3,57,3965,6.7,6.64,4.22
4443,1.03,Fair,H,SI1,65.1,57,3617,6.43,6.36,4.16
20089,1.18,Ideal,G,VS2,62.7,55,8564,6.77,6.74,4.23
33946,0.31,Ideal,H,SI1,61.8,54,464,4.34,4.36,2.69
31000,0.36,Ideal,E,VS1,61.4,56,747,4.59,4.63,2.83
32054,0.35,Ideal,D,SI1,61.1,56,780,4.55,4.59,2.79
49731,0.52,Premium,G,VVS1,59.2,58,2153,5.31,5.28,3.14
37143,0.32,Ideal,E,VS1,61.5,56,972,4.4,4.38,2.7
44197,0.51,Ideal,D,SI1,61.8,55,1569,5.14,5.18,3.19
36852,0.37,Premium,F,VS2,61.9,59,957,4.61,4.57,2.84
35991,0.42,Ideal,G,VS1,61.9,56,921,4.77,4.82,2.97
43092,0.41,Ideal,E,VVS2,61.1,57,1381,4.82,4.77,2.93
38973,0.3,Ideal,E,VVS2,61.4,55,1053,4.34,4.36,2.67
40174,0.38,Premium,D,VS2,58.7,61,1117,4.77,4.74,2.79
29653,0.35,Ideal,F,VS2,61.4,56,706,4.53,4.56,2.79
4170,1.03,Premium,I,VS1,61.6,58,3553,6.5,6.42,3.98
31828,0.34,Ideal,G,VVS2,61.6,56,775,4.47,4.49,2.76
49551,0.55,Ideal,G,VVS2,62.5,56,2129,5.25,5.22,3.27
37094,0.41,Ideal,E,SI1,62.9,57,969,4.76,4.72,2.98
45316,0.32,Very Good,G,VS2,60.1,61,524,4.41,4.44,2.66
22515,1.66,Premium,E,SI2,62.6,58,10553,7.53,7.48,4.7
15639,1.01,Premium,F,VS2,60.4,59,6271,6.52,6.46,3.92
27050,0.27,Very Good,E,SI1,60.6,57,646,4.19,4.25,2.55
9169,1.27,Good,J,SI2,66,59,4542,6.71,6.75,4.44
20063,0.31,Premium,F,VS2,60.8,60,625,4.34,4.37,2.65
30055,0.41,Premium,G,SI1,62.6,59,719,4.72,4.77,2.97
32181,0.39,Very Good,G,VS2,60.4,61,787,4.67,4.7,2.83
49135,0.56,Ideal,D,VS2,61.9,57,2066,5.3,5.26,3.27
49249,0.77,Very Good,J,SI1,61,59,2086,5.94,5.99,3.64
18958,1.02,Premium,G,VVS1,63,58,7797,6.43,6.4,4.04
16731,0.23,Very Good,D,VS1,61.5,58,611,3.93,3.98,2.43
52896,0.72,Very Good,E,VS2,61.9,56,2585,5.75,5.79,3.57
17001,1.01,Ideal,F,VS2,60.9,57,6787,6.48,6.45,3.94
51580,0.61,Premium,F,VVS2,59.7,58,2392,5.56,5.53,3.31
48572,0.71,Very Good,J,VS1,64.1,58,1993,5.61,5.65,3.61
32766,0.34,Ideal,D,SI1,60.1,57,803,4.56,4.52,2.73
45806,0.5,Very Good,F,VS1,62.3,55,1710,5.06,5.09,3.16
24457,2.01,Ideal,I,SI1,62.9,57,12717,8.05,7.98,5.04
47990,0.32,Very Good,F,SI1,62.7,57,533,4.37,4.4,2.75
1602,0.7,Ideal,F,VS2,61.9,55,3011,5.7,5.74,3.54
51540,0.71,Premium,G,SI1,61.7,58,2386,5.74,5.71,3.53
4533,0.91,Premium,E,SI2,62.8,61,3639,6.09,6.07,3.82
28404,0.35,Ideal,G,SI1,61.3,56,669,4.56,4.54,2.79
16995,1.01,Premium,E,VS2,62.7,57,6787,6.36,6.31,3.97
226,0.72,Premium,D,SI1,62.7,59,2782,5.73,5.69,3.58
50285,0.35,Ideal,H,SI1,61.9,55,541,4.54,4.57,2.82
27430,2.25,Premium,H,SI2,62.8,59,18034,0,0,0
953,0.74,Ideal,F,SI1,61.2,56,2889,5.83,5.87,3.58
40466,0.32,Ideal,D,VVS1,61.3,57,1140,4.42,4.39,2.7
37062,0.43,Premium,F,VS2,61.1,57,968,4.9,4.86,2.98
34435,0.3,Ideal,G,IF,61,57,863,4.31,4.34,2.64
31309,0.32,Ideal,D,VS2,61,57,758,4.42,4.46,2.71
18650,1.12,Ideal,H,VS1,60.9,57,7616,6.71,6.73,4.09
35414,0.4,Ideal,G,SI1,60.2,56,900,4.83,4.77,2.89
21400,1.51,Ideal,E,SI2,62.9,57,9513,7.29,7.23,4.57
11802,1.1,Premium,D,SI2,61.5,60,5088,6.64,6.58,4.06
12282,0.91,Ideal,F,VS2,62.8,57,5214,6.18,6.2,3.89
44029,0.51,Ideal,E,SI1,62.8,55,1546,5.12,5.07,3.2
26896,1.76,Premium,G,VS2,61.5,58,16879,7.78,7.74,4.77
2790,0.72,Ideal,H,IF,61.4,56,3257,5.76,5.8,3.55
15280,1.5,Premium,I,SI2,62.9,57,6132,7.28,7.26,4.57
20162,1.31,Ideal,H,VS1,62.5,56,8617,6.95,7.03,4.37
45174,0.57,Ideal,H,VS2,61.6,57,1655,5.35,5.37,3.3
8304,1.2,Premium,G,SI2,62.8,62,4387,6.69,6.65,4.19
40159,0.35,Ideal,G,IF,62.3,55,1116,4.52,4.5,2.81
33432,0.32,Premium,G,VS1,62.1,56,828,4.43,4.4,2.74
21495,1.25,Ideal,G,VS2,60.9,57,9590,6.96,6.99,4.25
34524,0.33,Very Good,G,VVS1,61.2,60,868,4.42,4.44,2.71
15220,1.12,Ideal,H,VS2,61.8,55,6110,6.64,6.7,4.12
17390,0.32,Ideal,G,SI1,62.5,55,612,4.38,4.35,2.73
21613,1.59,Premium,E,SI1,58.8,59,9705,7.69,7.61,4.5
42741,0.51,Very Good,E,SI1,61,58,1343,5.1,5.13,3.12
32071,0.33,Premium,D,SI1,60.4,60,780,4.46,4.41,2.68
12026,1.11,Premium,E,SI2,62.6,59,5152,6.71,6.65,4.18
43506,0.43,Ideal,F,VVS1,61,56,1422,4.9,4.87,2.98
41486,0.39,Very Good,F,VVS1,62.7,57,1232,4.64,4.68,2.92
45178,0.58,Very Good,E,VS2,61.9,58,1656,5.31,5.36,3.3
11860,1.04,Ideal,I,VS2,61.5,57,5105,6.49,6.52,4
9935,0.93,Premium,D,SI2,62,56,4692,6.27,6.22,3.87
46227,0.5,Ideal,D,VS2,62.3,55,1752,5.07,5.11,3.17
6476,0.9,Good,G,VS2,62.1,59,4054,6.02,6.16,3.78
15168,1.08,Very Good,G,VS2,63.2,60,6096,6.53,6.44,4.1
48400,0.59,Ideal,E,VS2,62.3,55,1968,5.35,5.38,3.34
51605,0.7,Very Good,I,VS1,63.2,55,2394,5.63,5.58,3.54
10541,1,Ideal,E,SI2,62.2,52,4808,6.42,6.47,4.01
41642,0.4,Ideal,E,VVS2,61.8,56,1238,4.77,4.74,2.94
44977,0.32,Ideal,I,VS1,61.3,56,523,4.43,4.45,2.72
6453,1.14,Very Good,F,I1,61.3,55.8,4050,6.74,6.76,4.13
7602,0.92,Good,E,SI1,63.7,57,4258,6.11,6.14,3.9
8318,0.9,Ideal,F,SI1,62.2,55,4390,6.16,6.21,3.85
8746,1.14,Premium,H,SI1,62.1,59,4463,6.73,6.61,4.14
21805,1.53,Premium,I,VS1,62,57,9877,7.39,7.35,4.57
22487,1.5,Premium,D,SI2,59.9,62,10517,7.4,7.37,4.42
10510,1.07,Ideal,E,SI2,61.2,56,4799,6.63,6.66,4.07
16147,1.2,Premium,G,SI1,62.7,58,6451,6.71,6.66,4.19
84,0.38,Ideal,I,SI2,61.6,56,554,4.65,4.67,2.87
39697,0.48,Good,G,VS2,65.4,59,1088,4.79,4.88,3.16
36623,0.24,Very Good,E,VVS2,61.1,60,478,4.01,4.07,2.47
51093,0.7,Ideal,G,SI1,61.1,55,2335,5.72,5.76,3.51
9669,1.07,Premium,F,SI2,61.8,59,4644,6.57,6.53,4.05
14267,1.34,Ideal,I,SI2,61.3,55,5778,7.16,7.12,4.38
5868,0.81,Ideal,G,VS1,61.6,56,3923,5.99,6.02,3.7
6116,0.73,Ideal,D,VS2,61.5,55,3980,5.79,5.82,3.57
26988,2.13,Premium,H,SI2,62.3,57,17073,8.24,8.16,5.11
487,0.73,Very Good,E,SI1,63.2,58,2821,5.76,5.7,3.62
26113,1.7,Good,E,VS2,64.1,60,15385,7.43,7.52,4.79
50342,0.62,Ideal,D,VS2,61.2,56,2243,5.49,5.52,3.37
28407,0.35,Premium,G,SI1,60.3,60,669,4.59,4.57,2.76
20653,1.26,Ideal,H,VVS2,61.8,56,8941,6.9,6.93,4.28
51987,0.25,Very Good,E,VVS2,62.2,57,548,4.02,4.12,2.53
262,0.87,Very Good,I,SI1,63.6,55.8,2791,6.07,6.1,3.87
32505,0.31,Ideal,G,VVS1,60.5,57,798,4.39,4.43,2.67
6396,1,Very Good,F,SI2,62.9,59,4037,6.27,6.38,3.98
16505,2.1,Fair,G,I1,67.4,59,6597,7.82,7.76,5.24
47747,0.54,Ideal,D,VS2,61.1,57,1892,5.22,5.25,3.2
28211,0.4,Ideal,E,SI2,61.2,55,666,4.74,4.77,2.91
19378,0.4,Good,E,SI2,63.1,57,622,4.7,4.72,2.97
1803,0.75,Ideal,E,SI1,61.3,57,3053,5.84,5.91,3.6
36507,0.36,Good,F,VS1,63.6,60,945,4.52,4.47,2.86
17305,1.22,Premium,H,VS2,62.4,58,6934,6.84,6.79,4.25
2007,0.9,Very Good,J,VS1,62.6,55,3102,6.11,6.13,3.83
23857,2.1,Fair,G,SI2,61.4,66,11946,8.26,8.19,5.05
603,0.7,Premium,F,VS2,60.9,61,2838,5.71,5.66,3.46
18047,0.35,Ideal,H,VS1,62,56,614,4.54,4.56,2.82
5011,1.02,Very Good,J,SI2,63.3,56,3745,6.38,6.42,4.05
30060,0.41,Premium,G,SI1,60.3,59,719,4.76,4.79,2.88
41218,0.7,Premium,G,I1,62.3,56,1206,5.66,5.61,3.51
33978,0.41,Very Good,H,VVS2,63.1,58,847,4.71,4.74,2.98
22270,1.51,Very Good,H,VS2,63,57,10319,7.25,7.3,4.58
36068,0.4,Premium,D,SI1,60.3,62,924,4.75,4.7,2.85
765,0.71,Very Good,E,VS2,63.5,59,2858,5.68,5.59,3.58
