,carat,cut,color,clarity,depth,table,price,x,y,z,set
39022,0.43,Very Good,F,VS1,61,57,1056,4.84,4.89,2.97,1
39023,0.43,Premium,F,VS1,59.9,58,1056,4.89,4.93,2.94,1
39025,0.43,Ideal,D,VS2,60.7,57,1056,4.88,4.91,2.97,1
39026,0.43,Ideal,G,VVS2,60.9,57,1056,4.85,4.9,2.97,1
39028,0.43,Ideal,G,VVS2,60.1,57,1056,4.88,4.91,2.94,1
39029,0.52,Good,H,SI1,57.6,61,1056,5.34,5.32,3.07,1
39030,0.39,Ideal,E,VVS2,61.7,56,1056,4.73,4.75,2.92,1
39032,0.41,Ideal,I,VS2,61.2,56,1056,4.77,4.81,2.93,1
39035,0.41,Ideal,H,SI1,61.3,55,1056,4.81,4.85,2.96,1
39036,0.37,Ideal,G,IF,62.1,55,1056,4.6,4.64,2.87,1
39039,0.37,Ideal,G,IF,62.1,54,1056,4.6,4.64,2.87,1
39040,0.37,Ideal,G,IF,61.2,56,1056,4.61,4.64,2.83,1
39041,0.37,Ideal,G,IF,61.5,56,1056,4.6,4.64,2.84,1
39044,0.4,Premium,E,VVS2,61.4,56,1056,4.81,4.74,2.93,1
39045,0.41,Premium,G,VVS2,62.2,58,1056,4.82,4.76,2.98,1
39046,0.52,Very Good,F,SI2,62.3,60,1057,5.1,5.13,3.19,1
39048,0.41,Very Good,E,VVS1,59.8,62,1057,4.79,4.84,2.88,1
39049,0.41,Ideal,E,VVS1,62.1,56,1057,4.76,4.78,2.96,1
39051,0.55,Ideal,H,SI2,62.2,54,1057,5.28,5.3,3.29,1
39052,0.54,Ideal,I,SI1,62.1,54,1057,5.24,5.26,3.26,1
39053,0.54,Ideal,I,SI1,62,55,1057,5.21,5.25,3.24,1
39054,0.54,Ideal,I,SI1,61.9,54,1057,5.25,5.28,3.26,1
39055,0.38,Very Good,F,VS1,62.1,54.7,1058,4.63,4.66,2.89,1
39056,0.39,Good,F,VVS2,57.7,61,1058,4.91,4.8,2.8,1
39057,0.39,Very Good,F,VVS2,63.5,58,1058,4.65,4.61,2.94,1
39058,0.57,Premium,E,SI2,62.5,54,1058,5.35,5.3,3.33,1
39059,0.57,Premium,E,SI2,62.5,54,1058,5.35,5.3,3.33,1
39060,0.47,Ideal,H,VS2,62.7,55,1058,5.08,4.95,3.15,1
39064,0.36,Ideal,F,VVS2,61.4,56,1059,4.61,4.64,2.84,1
39065,0.4,Ideal,G,VVS1,61.2,56,1059,4.74,4.8,2.92,1
39066,0.4,Ideal,G,VVS1,62.2,54,1059,4.73,4.76,2.95,1
39067,0.4,Ideal,G,VVS1,61.5,57,1059,4.74,4.79,2.93,1
39068,0.4,Ideal,G,VVS1,61.8,53,1059,4.75,4.77,2.94,1
39069,0.4,Ideal,D,VS1,62.3,56,1059,4.74,4.77,2.96,1
39070,0.52,Ideal,F,SI2,61.8,55,1059,5.17,5.21,3.21,1
39071,0.4,Good,E,VVS2,58.5,60,1059,4.82,4.86,2.83,1
39072,0.44,Good,E,VS2,62.2,62,1059,4.79,4.85,3,1
39073,0.55,Ideal,J,SI1,62.5,57,1059,5.24,5.22,3.27,1
39074,0.5,Very Good,J,VS2,63.2,60,1059,5.06,5.01,3.18,1
39075,0.5,Premium,I,SI1,61.7,58,1059,5.15,5.09,3.16,1
39076,0.4,Ideal,F,VS2,62,59,1059,4.77,4.71,2.95,1
39077,0.4,Ideal,F,VS2,63.4,54,1059,4.73,4.68,2.99,1
39078,0.59,Fair,H,SI2,64.5,57,1059,5.37,5.16,3.42,1
39079,0.41,Premium,E,SI1,62.3,56,1059,4.78,4.76,2.97,1
39081,0.38,Ideal,D,VVS2,60.3,57,1060,4.77,4.71,2.86,1
39082,0.38,Very Good,F,VVS2,61.9,59.7,1060,4.64,4.65,2.87,1
39083,0.31,Premium,E,IF,61,59,1060,4.36,4.39,2.67,1
39084,0.31,Ideal,E,IF,61.9,56,1060,4.35,4.37,2.7,1
39085,0.41,Good,E,VVS2,63.1,58,1060,4.72,4.75,2.99,1
39087,0.34,Ideal,E,VS1,62.4,54,1060,4.49,4.45,2.79,1
39088,0.51,Good,H,SI2,56.7,60,1060,5.38,5.35,3.04,1
39089,0.48,Ideal,I,VVS2,62.1,56,1061,5.01,5.04,3.12,1
39090,0.31,Ideal,F,IF,61.5,55,1061,4.34,4.37,2.68,1
39091,0.31,Ideal,F,IF,61.4,56,1061,4.38,4.41,2.7,1
39092,0.32,Ideal,E,VVS1,61.6,56,1061,4.43,4.37,2.71,1
39093,0.41,Premium,I,VVS2,59.9,58,1061,4.87,4.81,2.9,1
39094,0.41,Very Good,J,IF,63.5,54,1061,4.75,4.7,3,1
39097,0.41,Ideal,I,VVS2,61.7,56,1061,4.8,4.77,2.95,1
39098,0.41,Premium,I,VVS2,62.9,58,1061,4.74,4.71,2.97,1
39099,0.41,Good,I,VVS2,63.9,55,1061,4.74,4.71,3.02,1
39100,0.41,Very Good,I,VVS2,63.1,56,1061,4.75,4.72,2.99,1
39101,0.41,Very Good,I,VVS2,63.5,57,1061,4.76,4.72,3.01,1
39103,0.41,Ideal,I,VVS2,61.6,57,1061,4.78,4.76,2.94,1
39104,0.41,Premium,I,VVS2,62.4,60,1061,4.73,4.7,2.94,1
39105,0.41,Ideal,H,VS1,61.8,56,1061,4.81,4.77,2.96,1
39106,0.41,Very Good,H,VS1,63.5,56,1061,4.7,4.69,2.98,1
39107,0.41,Ideal,H,VS1,62.7,56,1061,4.77,4.73,2.98,1
39108,0.41,Premium,H,VS1,62,56,1061,4.78,4.74,2.95,1
39109,0.41,Premium,H,VS1,62.6,60,1061,4.77,4.75,2.98,1
39110,0.41,Ideal,H,VS1,61.9,56,1061,4.78,4.75,2.95,1
39111,0.41,Ideal,G,VS2,59.8,57,1061,4.85,4.81,2.89,1
39113,0.41,Premium,G,VS2,60.8,59,1061,4.8,4.78,2.91,1
39114,0.41,Ideal,G,VS2,62.4,54,1061,4.81,4.78,2.99,1
39115,0.41,Premium,G,VS2,59.8,61,1061,4.82,4.78,2.87,1
39116,0.41,Ideal,G,VS2,60.9,57,1061,4.84,4.79,2.93,1
39117,0.41,Premium,G,VS2,61.5,58,1061,4.82,4.8,2.96,1
39118,0.41,Premium,G,VS2,59.2,58,1061,4.83,4.8,2.85,1
39120,0.41,Premium,G,VS2,59.8,58,1061,4.84,4.8,2.88,1
39122,0.41,Premium,G,VS2,59.7,59,1061,4.84,4.81,2.88,1
39123,0.41,Premium,G,VS2,61.4,59,1061,4.79,4.75,2.93,1
39124,0.41,Ideal,G,VS2,62.7,55,1061,4.79,4.75,2.99,1
39125,0.41,Ideal,G,VS2,61.4,55,1061,4.8,4.75,2.93,1
39126,0.41,Premium,G,VS2,61.3,57,1061,4.8,4.76,2.93,1
39127,0.41,Ideal,G,VS2,61.4,54,1061,4.84,4.77,2.95,1
39128,0.41,Premium,G,VS2,61.8,58,1061,4.77,4.75,2.94,1
39129,0.41,Ideal,G,VS2,62.5,54,1061,4.78,4.75,2.98,1
39131,0.41,Premium,G,VS2,61.6,58,1061,4.78,4.73,2.93,1
39135,0.41,Premium,G,VS2,62.4,58,1061,4.76,4.72,2.96,1
39137,0.41,Ideal,G,VS2,62.1,57,1061,4.78,4.72,2.95,1
39138,0.41,Ideal,G,VS2,62.4,55,1061,4.76,4.73,2.96,1
39139,0.41,Premium,G,VS2,62.6,59,1061,4.76,4.73,2.97,1
39140,0.41,Premium,G,VS2,61.9,59,1061,4.77,4.73,2.94,1
39141,0.41,Premium,G,VS2,61.7,61,1061,4.74,4.7,2.91,1
39142,0.41,Premium,G,VS2,62.9,59,1061,4.75,4.7,2.97,1
39143,0.41,Ideal,G,VS2,62.2,57,1061,4.74,4.71,2.94,1
39144,0.41,Premium,G,VS2,62.6,58,1061,4.74,4.71,2.96,1
39145,0.41,Ideal,G,VS2,62.7,56,1061,4.76,4.71,2.97,1
39146,0.41,Ideal,G,VS2,62.5,56,1061,4.75,4.72,2.96,1
39147,0.32,Ideal,E,VVS1,62.2,55,1061,4.41,4.37,2.73,1
39148,0.32,Ideal,F,VVS1,61.1,56,1061,4.45,4.42,2.71,1
39149,0.43,Ideal,E,VVS2,60.8,57,1062,4.87,4.9,2.97,1
39150,0.55,Very Good,J,VS2,62.6,57,1062,5.17,5.21,3.25,1
39151,0.33,Ideal,D,VVS2,60.3,57,1062,4.52,4.47,2.71,1
39152,0.33,Ideal,F,VVS1,62.1,56,1062,4.46,4.43,2.76,1
39153,0.5,Ideal,D,SI2,61.3,54,1063,5.11,5.03,3.11,1
39154,0.46,Premium,G,SI1,60.6,59,1063,5.04,5,3.04,1
39155,0.44,Premium,I,VVS2,61.5,57,1063,4.92,4.87,3.01,1
39156,0.36,Ideal,F,IF,61.4,56,1063,4.57,4.61,2.82,1
39157,0.36,Ideal,F,IF,60.3,57,1063,4.61,4.65,2.79,1
39159,0.35,Ideal,E,VS1,61.6,57,1063,4.53,4.5,2.78,1
39160,0.35,Premium,E,VS1,60.8,58,1063,4.58,4.55,2.78,1
39161,0.35,Ideal,E,VS1,61.2,56,1063,4.55,4.53,2.78,1
39163,0.35,Ideal,E,VS1,62.3,56,1063,4.52,4.5,2.81,1
39164,0.35,Ideal,D,VS2,61.3,56,1063,4.56,4.54,2.79,1
39165,0.45,Good,E,SI1,63.9,57,1063,4.86,4.81,3.09,1
39167,0.4,Premium,J,IF,62.7,60,1063,4.7,4.64,2.93,1
39168,0.4,Premium,J,IF,62.2,61,1063,4.71,4.68,2.92,1
39169,0.4,Ideal,J,IF,62.4,56,1063,4.74,4.71,2.95,1
39171,0.35,Premium,D,VS2,59.7,58,1063,4.61,4.57,2.74,1
39172,0.35,Ideal,D,VS2,60.7,56,1063,4.6,4.56,2.78,1
39174,0.35,Premium,D,VS2,60.4,58,1063,4.58,4.53,2.75,1
39175,0.35,Premium,D,VS2,62,58,1063,4.56,4.54,2.82,1
39176,0.35,Ideal,D,VS2,60.6,56,1063,4.57,4.54,2.76,1
39177,0.35,Ideal,D,VS2,61.6,56,1063,4.56,4.53,2.8,1
39178,0.35,Ideal,D,VS2,60.9,57,1063,4.55,4.51,2.76,1
39181,0.35,Ideal,D,VS2,61.5,56,1063,4.55,4.53,2.79,1
39182,0.35,Ideal,D,VS2,62.5,55,1063,4.55,4.5,2.83,1
39183,0.35,Ideal,D,VS2,61.9,55,1063,4.54,4.5,2.8,1
39184,0.35,Ideal,D,VS2,62.4,55,1063,4.52,4.48,2.81,1
39186,0.5,Very Good,G,SI2,63.3,57,1063,5.03,4.99,3.17,1
39187,0.5,Premium,F,SI1,61.2,59,1063,5.13,5.1,3.13,1
39188,0.5,Premium,E,SI2,59.7,59,1063,5.18,5.11,3.07,1
39189,0.35,Ideal,D,VS2,61.8,56,1063,4.55,4.51,2.8,1
39190,0.35,Ideal,D,VS2,62.4,57,1063,4.56,4.51,2.83,1
39191,0.31,Ideal,E,VVS1,61.3,56,1064,4.39,4.43,2.7,1
39192,0.36,Ideal,D,VS1,61.7,55,1064,4.59,4.62,2.84,1
39193,0.4,Ideal,D,VS1,62.3,54,1064,4.7,4.74,2.94,1
39194,0.38,Ideal,H,IF,60,60,1064,4.71,4.76,2.84,1
39195,0.38,Ideal,H,IF,58.9,58,1064,4.69,4.81,2.8,1
39196,0.38,Premium,D,VS1,58.2,58,1064,4.81,4.77,2.79,1
39197,0.43,Premium,D,SI1,60.1,58,1064,4.93,4.89,2.95,1
39198,0.43,Ideal,D,SI1,61.5,56,1064,4.87,4.82,2.98,1
39199,0.43,Premium,D,SI1,61.2,58,1064,4.87,4.83,2.97,1
39200,0.43,Premium,D,SI1,61.1,59,1064,4.89,4.83,2.97,1
39201,0.41,Good,F,VVS2,63.6,56,1064,4.72,4.68,2.99,1
39203,0.38,Premium,G,VVS1,61.3,57,1064,4.68,4.62,2.85,1
39205,0.54,Very Good,H,SI1,61.7,54,1065,5.23,5.27,3.24,1
39206,0.35,Ideal,D,VS1,61,56,1065,4.53,4.58,2.78,1
39208,0.54,Ideal,F,SI2,62.2,56,1065,5.21,5.24,3.25,1
39210,0.54,Ideal,H,SI1,62,54,1065,5.23,5.28,3.26,1
39211,0.39,Very Good,E,VS2,63.1,56,1065,4.69,4.63,2.94,1
39213,0.4,Very Good,E,VVS2,62.8,58,1066,4.68,4.71,2.95,1
39214,0.4,Very Good,G,VVS1,60.7,55,1066,4.81,4.84,2.93,1
39215,0.42,Very Good,D,VS1,60.7,60,1066,4.81,4.88,2.94,1
39216,0.32,Ideal,D,VVS2,60.6,56,1066,4.47,4.5,2.72,1
39217,0.43,Ideal,F,VS2,61.1,57,1066,4.88,4.91,2.99,1
39218,0.32,Ideal,D,VS2,61.7,55,1066,4.39,4.42,2.72,1
39219,0.5,Ideal,I,SI1,61.4,56,1066,5.13,5.16,3.16,1
39220,0.45,Good,F,VS2,56.8,62,1066,5.1,5.14,2.91,1
39222,0.38,Ideal,D,SI1,62.2,54,1066,4.69,4.65,2.9,1
39223,0.7,Fair,J,I1,64.7,59,1066,5.59,5.5,3.59,1
39224,0.32,Ideal,D,VVS1,61.5,57,1067,4.43,4.45,2.73,1
39225,0.51,Very Good,E,SI2,63,56,1067,5.12,5.14,3.23,1
39226,0.32,Ideal,D,VVS1,61.9,56,1067,4.36,4.39,2.71,1
39227,0.38,Ideal,D,VS1,62,55,1067,4.64,4.68,2.89,1
39230,0.32,Ideal,D,VVS1,61.3,57,1067,4.39,4.42,2.7,1
39231,0.38,Ideal,D,VS1,62.2,57,1067,4.63,4.66,2.89,1
39232,0.38,Ideal,G,VVS1,61.6,57,1067,4.65,4.73,2.89,1
39233,0.38,Ideal,D,VS1,62.5,56,1067,4.64,4.67,2.91,1
39234,0.38,Premium,D,VS1,61.9,60,1067,4.62,4.66,2.87,1
39235,0.32,Ideal,D,VVS1,61.8,56,1067,4.39,4.41,2.72,1
39238,0.51,Very Good,I,SI1,62.5,58,1068,5.05,5.12,3.18,1
39239,0.51,Very Good,I,SI1,63.5,55,1068,5.07,5.11,3.23,1
39241,0.5,Very Good,H,SI1,62.9,58,1068,5.01,5.04,3.16,1
39242,0.42,Ideal,H,VVS1,62.4,55,1068,4.79,4.8,2.99,1
39243,0.42,Premium,H,VVS1,62,58,1068,4.79,4.82,2.98,1
39244,0.51,Very Good,I,VS2,60.3,63,1068,5.16,5.13,3.1,1
39245,0.51,Premium,F,SI2,62.1,56,1068,5.16,5.11,3.19,1
39246,0.32,Ideal,F,VVS2,60.7,57,1068,4.42,4.45,2.69,1
39247,0.38,Ideal,E,VVS2,60.9,56,1068,4.71,4.68,2.06,1
39248,0.41,Ideal,G,VVS1,60.8,56,1068,4.82,4.85,2.94,1
39249,0.41,Ideal,G,VVS1,62.4,55,1068,4.74,4.78,2.97,1
39250,0.41,Ideal,G,VVS1,62.4,53,1068,4.79,4.8,2.99,1
39251,0.41,Ideal,G,VVS1,62.5,53,1068,4.76,4.78,2.98,1
39252,0.37,Premium,D,VVS1,61.4,58,1069,4.63,4.65,2.85,1
39254,0.4,Fair,E,VVS2,57.3,60,1069,4.84,4.89,2.79,1
39255,0.38,Ideal,E,VS1,61.9,56,1069,4.67,4.63,2.88,1
39257,0.38,Ideal,E,VS1,62.7,55,1069,4.65,4.6,2.9,1
39258,0.38,Premium,E,VS1,60.7,59,1069,4.73,4.69,2.86,1
39259,0.38,Ideal,E,VS1,62.1,56,1069,4.65,4.62,2.88,1
39260,0.3,Ideal,D,VVS1,61.3,57,1069,4.32,4.29,2.64,1
39261,0.3,Ideal,D,VVS1,61.1,57,1069,4.36,4.34,2.66,1
39263,0.38,Premium,H,VVS2,62,58,1069,4.64,4.62,2.87,1
39264,0.38,Premium,G,VS1,61,58,1069,4.71,4.67,2.86,1
39266,0.38,Ideal,G,VS1,61.8,56,1069,4.65,4.64,2.87,1
39267,0.38,Premium,G,VS1,60.6,58,1069,4.67,4.64,2.82,1
39269,0.38,Premium,G,VS1,61.9,59,1069,4.67,4.63,2.88,1
39271,0.24,Ideal,G,VS1,61.8,54,490,4.01,4.02,2.48,1
39272,0.31,Ideal,F,SI1,61.7,55,490,4.35,4.37,2.69,1
39273,0.31,Ideal,F,SI1,62.3,55,490,4.34,4.39,2.72,1
39274,0.25,Good,F,VVS1,59.1,60,490,4.1,4.12,2.43,1
39275,0.32,Ideal,E,I1,60.7,57,490,4.45,4.41,2.69,1
39276,0.34,Good,H,SI1,63.3,56,490,4.45,4.46,2.82,1
39277,0.34,Ideal,H,SI1,60.7,56,490,4.52,4.58,2.76,1
39278,0.34,Ideal,H,SI1,62.6,56,490,4.46,4.48,2.8,1
39279,0.43,Good,J,SI2,63.7,57,490,4.76,4.79,3.04,1
39280,0.34,Good,H,SI1,63.7,57,490,4.44,4.45,2.83,1
39281,0.3,Ideal,H,VS2,61.7,56,491,4.32,4.34,2.67,1
39283,0.3,Ideal,H,VS2,62.4,54,491,4.31,4.34,2.7,1
39284,0.3,Ideal,H,VS2,62.2,54,491,4.33,4.35,2.7,1
39286,0.3,Ideal,H,VS2,61.9,57,491,4.28,4.31,2.66,1
39287,0.3,Ideal,H,VS2,62.1,56,491,4.32,4.34,2.69,1
39289,0.3,Ideal,H,VS2,61.4,55,491,4.34,4.36,2.67,1
39290,0.3,Ideal,H,VS2,62.1,55,491,4.33,4.36,2.7,1
39292,0.3,Ideal,H,VS2,62.3,57,491,4.25,4.29,2.66,1
39293,0.3,Ideal,H,VS2,62.3,54,491,4.31,4.36,2.7,1
39295,0.3,Ideal,H,VS2,62.6,55,491,4.28,4.31,2.69,1
39296,0.3,Ideal,H,VS2,62.5,57,491,4.26,4.29,2.67,1
39297,0.3,Ideal,H,VS2,62.3,57,491,4.27,4.3,2.67,1
39299,0.3,Ideal,I,VS1,62,58,491,4.28,4.3,2.66,1
39300,0.3,Ideal,I,VS1,61.4,56,491,4.3,4.33,2.65,1
39301,0.38,Premium,E,VS1,60.7,59,1069,4.7,4.65,2.84,1
39302,0.38,Premium,E,VS1,60.2,58,1069,4.71,4.66,2.82,1
39304,0.44,Ideal,H,SI1,61.9,56,1069,4.91,4.87,3.03,1
39305,0.44,Ideal,H,SI1,60.9,57,1069,4.92,4.9,2.99,1
39306,0.38,Ideal,H,VVS1,60.7,56,1069,4.75,4.74,2.88,1
39307,0.7,Fair,G,I1,60.4,58,1069,5.74,5.68,3.45,1
39308,0.7,Fair,G,I1,67.5,55,1069,5.59,5.37,3.71,1
39309,0.7,Fair,G,I1,62.5,59,1069,5.65,5.48,3.48,1
39312,0.33,Premium,D,VS2,61.1,56,1069,4.54,4.5,2.76,1
39313,0.33,Premium,E,VS1,61,55,1069,4.51,4.47,2.74,1
39314,0.38,Ideal,H,VVS2,61.4,57,1069,4.65,4.63,2.85,1
39315,0.51,Very Good,F,SI2,62.7,56,1070,5.06,5.08,3.18,1
39316,0.53,Very Good,G,SI2,60.8,58,1070,5.19,5.21,3.16,1
39317,0.38,Ideal,D,VVS2,61.4,57,1070,4.66,4.72,2.88,1
39318,0.38,Ideal,F,VVS1,61,57,1070,4.66,4.69,2.85,1
39319,0.46,Fair,E,VS2,66.8,61,1070,4.84,4.71,3.2,1
39320,0.52,Very Good,H,SI1,61.3,60,1071,5.15,5.23,3.18,1
39321,0.37,Premium,D,VVS2,61,60,1071,4.61,4.64,2.82,1
39322,0.37,Ideal,D,VVS2,61.6,56,1071,4.61,4.65,2.85,1
39323,0.51,Good,J,SI1,63.9,55,1071,5.01,4.97,3.19,1
39324,0.51,Very Good,J,SI1,63.3,56,1071,5.12,5.02,3.21,1
39325,0.3,Ideal,E,VVS1,61.3,57,1071,4.32,4.36,2.66,1
39326,0.3,Ideal,E,VVS1,61.7,57,1071,4.32,4.34,2.67,1
39328,0.34,Ideal,E,VVS2,62.3,57,1071,4.48,4.44,2.78,1
39329,0.34,Premium,G,VVS1,59,62,1071,4.6,4.56,2.7,1
39330,0.35,Premium,E,VVS1,63,59,1071,4.48,4.44,2.81,1
39331,0.51,Premium,G,SI1,61.4,58,1071,5.17,5.14,3.16,1
39332,0.51,Ideal,D,I1,62.1,56,1071,5.15,5.06,3.17,1
39334,0.3,Premium,G,IF,58.4,62,1071,4.43,4.4,2.58,1
39335,0.4,Ideal,D,VS1,60.6,56,1072,4.82,4.78,2.91,1
39336,0.57,Good,I,SI1,63.3,56,1072,5.27,5.29,3.34,1
39337,0.57,Very Good,J,VS2,60.2,62,1072,5.33,5.4,3.23,1
39338,0.49,Premium,F,SI1,60.5,60,1072,5.1,5.08,3.08,1
39339,0.49,Premium,G,SI1,62.4,58,1072,5.05,4.99,3.13,1
39340,0.47,Premium,E,SI2,58.7,60,1072,5.13,5.09,3,1
39341,0.37,Ideal,G,VVS2,60.7,55,1073,4.66,4.7,2.84,1
39342,0.52,Good,H,SI1,63.6,62,1073,5.11,5.04,3.23,1
39343,0.38,Ideal,E,VVS2,62.1,54.5,1073,4.62,4.66,2.88,1
39344,0.38,Ideal,E,VVS2,61.9,53.8,1073,4.66,4.7,2.9,1
39345,0.38,Ideal,E,VVS2,61.8,53.7,1073,4.67,4.69,2.89,1
39347,0.38,Ideal,E,VVS2,61.8,54.2,1073,4.66,4.69,2.89,1
39348,0.46,Ideal,I,VS2,62.2,56,1073,4.96,4.9,3.07,1
39349,0.54,Ideal,H,SI2,61.6,56,1073,5.25,5.28,3.24,1
39350,0.35,Ideal,F,IF,60.7,57,1073,4.6,4.56,2.78,1
39351,0.52,Good,I,SI1,63.6,60,1073,5.1,5.05,3.23,1
39352,0.52,Premium,I,SI1,62.5,59,1073,5.12,5.06,3.18,1
39353,0.52,Very Good,I,SI1,63.3,55,1073,5.13,5.1,3.24,1
39354,0.44,Ideal,E,VS2,61.5,56,1073,4.92,4.9,3.02,1
39356,0.44,Premium,E,VS2,60.4,58,1073,4.93,4.87,2.96,1
39357,0.44,Ideal,E,VS2,62.4,57,1073,4.9,4.88,3.05,1
39358,0.44,Premium,E,VS2,62.3,59,1073,4.91,4.81,3.03,1
39359,0.44,Ideal,E,VS2,61.9,55,1073,4.89,4.86,3.02,1
39360,0.52,Premium,F,SI2,62.7,57,1073,5.11,5.07,3.19,1
39361,0.52,Premium,F,SI2,62.7,57,1073,5.11,5.07,3.19,1
39362,0.52,Very Good,G,SI2,63.3,58,1073,5.11,5.06,3.22,1
39363,0.52,Premium,F,SI2,61.7,58,1073,5.23,5.18,3.15,1
39365,0.49,Premium,F,SI2,62.2,59,1073,5.09,5.04,3.15,1
39366,0.5,Very Good,I,SI1,63.4,62,1073,5,4.95,3.15,1
39368,0.36,Premium,G,IF,62.5,60,1074,4.49,4.53,2.82,1
39369,0.36,Ideal,G,IF,61.6,55,1074,4.57,4.59,2.82,1
39370,0.34,Ideal,F,IF,60.7,57,1074,4.5,4.53,2.74,1
39371,0.5,Very Good,D,SI2,58.5,60,1074,5.19,5.21,3.04,1
39372,0.5,Very Good,H,VS2,61.8,63,1074,5.05,5.08,3.13,1
39373,0.41,Premium,G,VVS1,59.7,60,1074,4.83,4.85,2.89,1
39374,0.31,Ideal,D,VVS2,61,55,1074,4.38,4.41,2.68,1
39375,0.31,Ideal,F,VVS1,61.4,55,1074,4.37,4.39,2.69,1
39376,0.5,Ideal,G,SI2,62.1,55,1074,5.12,5.15,3.19,1
39377,0.52,Ideal,I,SI1,61.8,55,1074,5.16,5.19,3.2,1
39378,0.52,Ideal,H,SI1,62.3,54,1074,5.15,5.18,3.22,1
39379,0.4,Ideal,H,IF,61.9,55,1074,4.76,4.77,2.95,1
39380,0.4,Ideal,H,IF,60.9,58,1074,4.75,4.78,2.9,1
39381,0.38,Ideal,G,IF,61.6,56,1074,4.67,4.72,2.89,1
39382,0.31,Ideal,E,VVS2,61.6,56,1074,4.39,4.35,2.69,1
39383,0.4,Ideal,E,SI1,62.2,54,1074,4.76,4.72,2.95,1
39384,0.42,Ideal,D,VS1,61.4,55,1075,4.9,4.8,2.98,1
39385,0.4,Very Good,E,VVS2,63.7,59,1075,4.66,4.69,2.98,1
39387,0.52,Ideal,I,SI1,61.8,56,1075,5.15,5.18,3.19,1
39388,0.31,Premium,D,VVS1,61.2,59,1075,4.38,4.35,2.67,1
39390,0.41,Ideal,G,VVS1,62.2,54,1076,4.79,4.82,2.99,1
39391,0.5,Ideal,I,SI1,62.3,56,1076,5.04,5.08,3.15,1
39395,0.41,Ideal,I,IF,62.6,57,1076,4.78,4.74,2.98,1
39396,0.41,Premium,G,VVS2,61.6,56,1076,4.78,4.76,2.94,1
39397,0.41,Ideal,G,VVS2,61.3,56,1076,4.79,4.77,2.93,1
39398,0.41,Ideal,G,VVS2,61,57,1076,4.8,4.78,2.92,1
39399,0.41,Ideal,G,VVS2,60.4,56,1076,4.83,4.8,2.91,1
39400,0.41,Ideal,G,VVS2,61.1,55,1076,4.83,4.8,2.94,1
39401,0.41,Premium,G,VVS2,61.4,58,1076,4.8,4.75,2.93,1
39402,0.41,Ideal,G,VVS2,62.2,56,1076,4.8,4.75,2.97,1
39403,0.41,Ideal,G,VVS2,61.3,56,1076,4.77,4.76,2.92,1
39404,0.41,Ideal,G,VVS2,62.5,55,1076,4.76,4.75,2.97,1
39405,0.41,Premium,G,VVS2,61.6,58,1076,4.8,4.74,2.94,1
39407,0.41,Ideal,G,VVS2,62.9,56,1076,4.74,4.7,2.97,1
39409,0.41,Premium,F,VS1,60.7,56,1076,4.82,4.77,2.91,1
39410,0.41,Premium,F,VS1,59.9,58,1076,4.84,4.81,2.89,1
39411,0.41,Ideal,F,VS1,60.6,57,1076,4.84,4.79,2.92,1
39412,0.41,Ideal,F,VS1,61.3,55,1076,4.83,4.79,2.95,1
39413,0.41,Ideal,F,VS1,62,55,1076,4.81,4.77,2.97,1
39415,0.41,Ideal,F,VS1,62.3,55,1076,4.79,4.77,2.98,1
39416,0.41,Ideal,F,VS1,60.8,57,1076,4.8,4.77,2.91,1
39417,0.41,Premium,F,VS1,61.2,57,1076,4.8,4.77,2.93,1
39418,0.41,Ideal,F,VS1,62.1,56,1076,4.8,4.77,2.97,1
39419,0.41,Ideal,F,VS1,61.3,57,1076,4.79,4.77,2.93,1
39420,0.41,Ideal,F,VS1,61.9,55,1076,4.8,4.76,2.96,1
39422,0.41,Ideal,F,VS1,62.6,55,1076,4.77,4.75,2.98,1
39423,0.41,Ideal,F,VS1,61.8,56,1076,4.79,4.75,2.95,1
39424,0.41,Ideal,F,VS1,60.8,56,1076,4.79,4.76,2.92,1
39427,0.41,Ideal,F,VS1,61.9,57,1076,4.77,4.73,2.94,1
39428,0.41,Premium,F,VS1,62.6,58,1076,4.75,4.74,2.97,1
39429,0.41,Ideal,F,VS1,62.7,55,1076,4.77,4.74,2.98,1
39430,0.41,Premium,F,VS1,62.7,58,1076,4.77,4.74,2.98,1
39431,0.41,Ideal,F,VS1,62.1,56,1076,4.76,4.74,2.95,1
39433,0.41,Ideal,F,VS1,62,57,1076,4.76,4.73,2.94,1
39434,0.41,Ideal,D,VS2,61.5,57,1076,4.79,4.77,2.94,1
39435,0.41,Ideal,D,VS2,61.9,56,1076,4.8,4.77,2.96,1
39436,0.41,Ideal,D,VS2,62.2,54,1076,4.81,4.77,2.98,1
39437,0.41,Ideal,D,VS2,61.7,56,1076,4.81,4.78,2.96,1
39440,0.41,Ideal,D,VS2,62.2,57,1076,4.76,4.72,2.95,1
39441,0.41,Ideal,D,VS2,61.6,55,1076,4.77,4.74,2.93,1
39443,0.52,Premium,G,SI2,58.4,62,1076,5.33,5.28,3.1,1
39444,0.52,Premium,G,SI2,58.4,62,1076,5.33,5.28,3.1,1
39445,0.41,Ideal,E,VS1,61.4,55,1076,4.84,4.8,2.96,1
39446,0.41,Ideal,E,VS1,61.5,56,1076,4.79,4.77,2.94,1
39447,0.41,Premium,G,VS1,58.9,60,1076,4.87,4.84,2.86,1
